5659	等級	字行	詞性	韓文	中文	拼寫	字源	韓文片語	中文解釋	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	中級	ㅅ	動詞	쑤시다	酸痛	V		몸이 [쑤시다]	渾身「酸痛」		人	身體	感覺			人_身體	人_身體_感覺	ずきずき痛む 	摸	倒下	寫
	中級	ㅇ	名詞	아픔	疼痛	V		육신의 [아픔]	肉體的「疼痛」		人	身體	感覺			人_身體	人_身體_感覺		惡夢	握手	惡臭
	中級	ㅇ	形容詞	어지럽다	暈眩的	V		머리가 [어지럽다]	頭「暈」		人	身體	感覺			人_身體	人_身體_感覺		抑鬱	莊嚴	很大
	中級	ㅈ	名詞	자극	刺激	V	刺激	피부에  [자극]이 되다	給皮膚「刺激」		人	身體	感覺			人_身體	人_身體_感覺		孩子們	自動的	資料
	中級	ㅈ	名詞	졸음	睡意	V		[졸음]이 쏟아지다	「睏」得不得了		人	身體	感覺			人_身體	人_身體_感覺		宗教	小腿	紙杯
	中級	ㅍ	形容詞	포근하다	柔軟	V		잠자리가 [포근하다]	床舖「很柔軟」		人	身體	感覺			人_身體	人_身體_感覺		寬的	豐富	雪白的
	中級	ㄱ	名詞	간	肝	V		[간]	肝		人	身體				人_身體	人_身體_	レパー 	肝	間隔	干涉
	中級	ㄱ	名詞	근육	肌肉	V		[근육]이 발달하다	「肌肉」發達		人	身體				人_身體	人_身體_	筋肉 	金：星期五	黃金	今年
	中級	ㄱ	名詞	기운	力氣	V		[기운]이 없다	沒「力氣」		人	身體				人_身體	人_身體_		起源	奇蹟	設施
	中級	ㄴ	名詞	뇌	腦	V		[뇌] 세포	「腦」細胞		人	身體				人_身體	人_身體_	脳 	姐姐	眼角	目光
	中級	ㄴ	名詞	눈가	眼角	V		[눈가]에 바르다	抹在「眼角」		人	身體				人_身體	人_身體_	目尻 	目光	瞳孔	眼病
	中級	ㄴ	名詞	눈동자	瞳孔	V		[눈동자]가 크다	「瞳孔」大		人	身體				人_身體	人_身體_	瞳 	眼病	目光	雪人
	中級	ㄴ	名詞	눈빛	目光	V		따뜻한 [눈빛]	溫柔的「目光」		人	身體				人_身體	人_身體_	目つき 	雪人	雪仗	眉
	中級	ㄴ	名詞	눈썹	眉	V		[눈썹]을 그리다	畫「眉」		人	身體				人_身體	人_身體_	眉 	眼前	察眼觀色	深秋
	中級	ㄴ	名詞	눈앞	眼前	V		[눈앞]에 보이다	看到「眼前」		人	身體				人_身體	人_身體_		察眼觀色	深秋	晚冬
	中級	ㄷ	名詞	담	다음 的略語	V		[담] 날	隔天		人	身體				人_身體	人_身體_	胆、胆嚢 	다음 的略語	主管	負責人
	中級	ㄷ	動詞	데다	燙傷	V		불에 [데다]	被火「燙傷」		人	身體				人_身體	人_身體_		帶	熱	燙
	中級	ㄷ	名詞	두뇌	大腦	V		[두뇌] 발달	「大腦」發達		人	身體				人_身體	人_身體_	頭脳 	恐懼	頭痛藥	周長
	中級	ㄷ	名詞	똥	大便	V		[똥]을 싸다	拉「大便」		人	身體				人_身體	人_身體_	うんち、糞 	蓋子	院子	意料之外
	中級	ㅁ	名詞	마디	闗節	V		[마디]가 굵다	「關節」粗		人	身體				人_身體	人_身體_		馬拉松	地面	收尾工作
	中級	ㅁ	名詞	맨발	赤腳	V		[맨발]로 걷다	「赤腳」走		人	身體				人_身體	人_身體_		頭髮	腦海	飼料
	中級	ㅁ	名詞	머리칼	頭髮	V		[머리칼]을 자르다	剪「頭髮」		人	身體				人_身體	人_身體_	髪の毛 	腦海	飼料	灰塵
	中級	ㅁ	名詞	머릿속	腦海	V		[머릿속]에 남아 있다	留在「腦海裡」		人	身體				人_身體	人_身體_	頭の中 	飼料	灰塵	暈
	中級	ㅁ	形容詞	멀쩡하다	健全	V		팔다리가 [멀쩡하다]	四肢「健全」		人	身體				人_身體	人_身體_		棒	明確	渴
	中級	ㅁ	名詞	목구멍	喉	V		[목구멍]이 아프다	「喉嚨」痛		人	身體				人_身體	人_身體_	のど 	目錄	牧師	生命
	中級	ㅁ	形容詞	목마르다	渴	V		덥고 [목마르다]	又熱又「渴」		人	身體				人_身體	人_身體_		醜陋的	壞	不亞於
	中級	ㅁ	名詞	몸매	身體	V		[몸매]가 좋다	「身體」好		人	身體				人_身體	人_身體_	体つき、スタイル 	重量	勞疾	身體內
	中級	ㅁ	名詞	몸무게	重量	V		[몸무게]를 재다	秤「重量」		人	身體				人_身體	人_身體_	体重 	勞疾	身體內	手勢
	中級	ㅁ	名詞	몸속	身體內	V		[몸속]의 피	「身體」內的血		人	身體				人_身體	人_身體_	体内 	手勢	身軀	釘子
	中級	ㅁ	名詞	몸통	身軀	V		[몸통]이 크다	「身軀」大		人	身體				人_身體	人_身體_	胴体 	釘子	描述	漠不關心
	中級	ㅂ	名詞	발꿈치	腳跟	V		[발꿈치]를 들다	跕「腳跟」		人	身體				人_身體	人_身體_	かかと 	腳尖	發育	腳背
	中級	ㅂ	名詞	발끝	腳尖	V		[발끝]으로 서다	用「腳尖」站		人	身體				人_身體	人_身體_	 	發育	腳背	發明
	中級	ㅂ	名詞	발달	發育	V		[발달]이 빠르다	「發育」快		人	身體				人_身體	人_身體_		腳背	發明	腳踝
	中級	ㅂ	名詞	발등	腳背	V		[발등]을 다치다	「腳背」受傷		人	身體				人_身體	人_身體_	足の甲 	發明	腳踝	發生
	中級	ㅂ	名詞	발목	腳踝	V		[발목]을 다치다	「腳踝」受傷		人	身體				人_身體	人_身體_	足首 	發生	發音	腳印
	中級	ㅂ	名詞	발자국	腳印	V		[발자국]을 남기다	留下「腳印」		人	身體				人_身體	人_身體_		發展	趾甲	發表
	中級	ㅂ	名詞	발톱	趾甲	V		[발톱]을 깎다	剪「趾甲」		人	身體				人_身體	人_身體_	足指の爪 	發表	發表會	發行
	中級	ㅂ	名詞	배꼽	肚臍	V		[배꼽]을 잡다	好笑		人	身體				人_身體	人_身體_	へそ 	背包	背包旅行	關懷
	中級	ㅂ	名詞	볼	臉頰	V		[볼]이 통통하다	「面頰」豐滿		人	身體				人_身體	人_身體_	ほっぺ、頬 	值得看的東西	保齡球	事
	中級	ㅂ	名詞	뺨	臉頰	V		[뺨]을 때리다	打「耳光」		人	身體				人_身體	人_身體_	頬 	骨	吻	根
	中級	ㅂ	名詞	뼈	骨	V		[뼈]가 굵다	「骨頭」粗		人	身體				人_身體	人_身體_	骨 	吻	根	四月
	中級	ㅅ	名詞	소변	小便	V		[소변]이 마렵다	想「小便」		人	身體				人_身體	人_身體_	小便 	消費	消費者	小說家
	中級	ㅅ	名詞	소화	消化	V		[소화]를 돕다	幫助「消化」		人	身體				人_身體	人_身體_		睫毛	諺語	內心話
	中級	ㅅ	名詞	속눈썹	睫毛	V		[속눈썹]이 길다	「睫毛」長		人	身體				人_身體	人_身體_	まつ毛 	諺語	內心話	手提包
	中級	ㅅ	名詞	손끝	指尖	V		[손끝]에 닿다	觸及「指尖」		人	身體				人_身體	人_身體_	指先、手先 	手背	手腕	手錶
	中級	ㅅ	名詞	손등	手背	V		[손등]으로 닦다	用「手背」擦		人	身體				人_身體	人_身體_	手の甲 	手腕	手錶	手腳
	中級	ㅅ	名詞	손목	手腕	V		[손목]에 시계를 차다	在「手腕」戴錶		人	身體				人_身體	人_身體_	手首 	手錶	手腳	拍手
	中級	ㅅ	名詞	손발	手腳	V		[손발]이 저리다	「手腳」發麻		人	身體				人_身體	人_身體_	手足 	拍手	孫子	扶手
	中級	ㅅ	名詞	손뼉	拍手	V		[손뼉]을 치다	拍手		人	身體				人_身體	人_身體_	手のひら 	孫子	扶手	修整
	中級	ㅅ	名詞	손톱	指甲	V		[손톱]을 깎다	剪「指甲」		人	身體				人_身體	人_身體_	手の爪 	損害	手藝	歡送會
	中級	ㅅ	名詞	숨	呼吸	V		[숨]을 쉬다	呼吸		人	身體				人_身體	人_身體_	息 	生命	樹林	超市
	中級	ㅅ	名詞	숨소리	呼吸	V		[숨소리]가 고르다	「呼吸」平穩		人	身體				人_身體	人_身體_	寝息 	樹林	超市	師父
	中級	ㅅ	名詞	시선	視線	V		[시선]이 마주치다	「視線」對到		人	身體				人_身體	人_身體_	視線 	設施	系統	岳父
	中級	ㅅ	名詞	신경	神經	V		[신경]을 다치다	傷了「神經」		人	身體				人_身體	人_身體_	神経 	遺失物申告	信仰	相信
	中級	ㅅ	名詞	신체	身體	V		[신체]가 튼튼하다	「身體」結實		人	身體				人_身體	人_身體_	身体 	新婚	新婚夫婦	神話
	中級	ㅅ	冠形詞·名詞	신체적	身體的	V		[신체적] 기능	「身體的」機能		人	身體				人_身體	人_身體_	身体的 	有用	心理	歷史的
	中級	ㅅ	名詞	심장	心臟	V		[심장]이 뛰다	「心臓」怦怦跳		人	身體				人_身體	人_身體_	心臓 	心	審判	便宜貨
	中級	ㅇ	名詞	악몽	惡夢	V		[악몽]을 꾸다	做「惡夢」		人	身體				人_身體	人_身體_		握手	惡臭	惡化
	中級	ㅇ	名詞	여드름	粉刺	V		[여드름]이 나다	長「粉刺」		人	身體				人_身體	人_身體_	ニキビ 	許多	夏令	暑假
	中級	ㅇ	名詞	영혼	靈魂	V		[영혼]이 되다	變成「靈魂」		人	身體				人_身體	人_身體_	魂 	電影導演	古	例
	中級	ㅇ	名詞	오른발	右腳	V		[오른발]을 쓰다	使用「右腳」		人	身體				人_身體	人_身體_	右足 	右邊	鴨	污染
	中級	ㅇ	名詞	온몸	全身	V		[온몸]이 아프다	「全身」痛		人	身體				人_身體	人_身體_		溫泉	今年三月	這個夏天
	中級	ㅇ	名詞	왼발	左腳	V		[왼발]을 쓰다	使用「左腳」		人	身體				人_身體	人_身體_	左足 	左邊	墊被	瑜伽
	中級	ㅇ	名詞	육체	身體	V		건강한 [육체]	健康的「身體」		人	身體				人_身體	人_身體_	肉体 	銀	恩	農曆：陽曆
	中級	ㅇ	冠形詞·名詞	육체적	肉體的	V		[육체적] 피로	「肉體的」疲勞		人	身體				人_身體	人_身體_	肉体的 	強制性的	異國的	自私
	中級	ㅇ	名詞	인체	人體	V		[인체]를 해부하다	解剖「人體」		人	身體				人_身體	人_身體_	人体 	採訪	降	日：星期日
	中級	ㅈ	名詞	장애인	障礙人	V		[장애인] 복지	「障礙人」福利		人	身體				人_身體	人_身體_	障害者 	丈人	優點	獎學
	中級	ㅈ	形容詞	장하다	壯	V		아들이 [장하다]	兒子「壯」		人	身體				人_身體	人_身體_		低廉	適切	文雅的
	中級	ㅈ	名詞/依存名詞	점	點	V		[점]을 찍다	點「小點兒」		人	身體				人_身體	人_身體_	ほくろ 	每週	光圈	四
	中級	ㅈ	名詞	젖	奶水	V		[젖]을 먹이다	餵「母奶」		人	身體				人_身體	人_身體_	乳 	消除	提供	製果店
	中級	ㅈ	名詞	종아리	小腿	V		[종아리]가 굵다	「小腿」粗		人	身體				人_身體	人_身體_	ふくらはぎ 	紙杯	合成	座位
	中級	ㅈ	名詞	주름	皺紋	V		[주름]이 생기다	長「皺紋」		人	身體				人_身體	人_身體_	しわ、折り目 	拳頭	注目	公民
	中級	ㅈ	名詞	주먹	拳頭	V		[주먹]을 쥐다	握「拳頭」		人	身體				人_身體	人_身體_	こぶし 	注目	公民	廚房
	中級	ㅊ	名詞	침	唾液	V		[침]을 뱉다	吐「口水」		人	身體				人_身體	人_身體_	つば 	安靜	卡片	咖哩
	中級	ㅋ	名詞	콧노래	用鼻子哼	V		[콧노래]를 부르다	「用鼻子哼歌」		人	身體				人_身體	人_身體_		豆芽	優惠券	奶油
	中級	ㅋ	副詞	쿨쿨	打鼾	V		[쿨쿨] 자다	打鼾		人	身體				人_身體	人_身體_		砰的一聲	特別	尤其
	中級	ㅌ	名詞	턱	下巴	V		[턱]에 수염이 나다	「下巴」長鬍子		人	身體				人_身體	人_身體_	あご 	毛	測試	緞帶
	中級	ㅌ	名詞	털	毛	V		[털]이 빠지다	掉「毛」		人	身體				人_身體	人_身體_	毛 	測試	緞帶	土：星期六
	中級	ㅍ	名詞	팔꿈치	手肘	V		[팔꿈치]를 펴다	「手肘」彎		人	身體				人_身體	人_身體_	ひじ 	時尚	快餐	呼
	中級	ㅍ	名詞	품	幅度	V		[품]이 넉넉하다	「幅度」寛		人	身體				人_身體	人_身體_	胸 	質量	氣球	風速
	中級	ㅍ	名詞	피부	皮膚	V		[피부]가 부드럽다	「皮膚」柔軟		人	身體				人_身體	人_身體_	皮膚 	皮膚病	避暑	傷害
	中級	ㅎ	名詞	하품	打哈欠	V		[하품]이 나오다	打哈欠		人	身體				人_身體	人_身體_	あくび 	學科	學歷	學問
	中級	ㅎ	副詞	하하	哈哈	V		[하하] 웃다	哈哈「笑」		人	身體				人_身體	人_身體_		更	一次	一層
	中級	ㅎ	名詞	허벅지	大腿	V		[허벅지]	大腿		人	身體				人_身體	人_身體_	内もも 	允許	玄關	現代
	中級	ㅎ	副詞	허허	哈哈	V		[허허] 웃다	「哈哈」笑		人	身體				人_身體	人_身體_		或許	突然	確實地
	中級	ㅎ	名詞	호르몬	荷爾蒙	V		[호르몬]이 분비되다	「荷爾蒙」分泌		人	身體				人_身體	人_身體_	ホルモン 	南瓜	房間	口袋
	中級	ㅎ	名詞	호흡	呼吸	V		[호흡]이 멎다	「呼吸」停止		人	身體				人_身體	人_身體_		奇數	主頁	宣傳
	中級	ㄱ	動詞	가꾸다	栽培	V		화초를 [가꾸다]	「栽培」花草		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		栽培	關	落下
	中級	ㄱ	名詞	관심사	關心事	V		[관심사]가 다르다	「關心事」不一樣		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		觀點	觀察	光景
	中級	ㄷ	動詞	돌보다	照顧	V		아이를 [돌보다]	「照顧」小孩		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		逛	回頭看	改變
	中級	ㅁ	名詞	무관심	漠不關心	V		[무관심]이 지나치다	「漠不關心」經過		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		武器	花紋	舞台
	中級	ㅂ	名詞	배려	關懷	V		세심한 [배려]	細心的「關懷」		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		配送	伴侶	送別
	中級	ㅂ	動詞	보살피다	照顧	V		아이들을 [보살피다]	「照顧」小孩		人	生老病死	照顧			人_生老病死	人_生老病死_照顧	面倒を見る 	拜會	怕羞	碰到
	中級	ㅂ	名詞	보전	保護	V	保全	생태계 [보전]	生態界「保護」		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		補助	保存	補充
	中級	ㅂ	名詞	보호	保護	V		[보호]를 받다	接受「保護」		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		福氣	走廊	複印
	中級	ㅅ	名詞	사춘기	青春期	V		[사춘기]를 맞다	迎來「青春期」		人	生老病死	照顧			人_生老病死	人_生老病死_照顧	思春期 	事態	方言	辭呈
	中級	ㅅ	名詞	쌍둥이	雙胞胎	V		[쌍둥이]를 키우다	養「雙胞胎」		人	生老病死	照顧			人_生老病死	人_生老病死_照顧	双子 	筆試	苦味	種子
	中級	ㄱ	名詞	결혼식장	結婚禮堂	V	結婚式場	야외 [결혼식장]	野外「結婚禮堂」		人	生老病死				人_生老病死	人_生老病死_	結婚式場 	謙虛	境界	警告
	中級	ㄱ	名詞	구세대	舊世代	V		[구세대]:신세대	「舊世代」：新世代		人	生老病死				人_生老病死	人_生老病死_	旧世代 	限制	區域	購買
	中級	ㄱ	動詞	구하다	挽救	V		목숨을 [구하다]	「挽救」生命		人	生老病死				人_生老病死	人_生老病死_	求める 	挽救	變硬	餓
	中級	ㄱ	名詞	국제결혼	國際結婚	V		[국제결혼] 부부	「國際結婚」夫婦		人	生老病死				人_生老病死	人_生老病死_	国際結婚 	國際線	國際化	菊花
	中級	ㄱ	名詞	기념	紀念	V	紀念	결혼 [기념]	結婚「紀念」		人	生老病死				人_生老病死	人_生老病死_		紀念日	紀念品	機能
	中級	ㄱ	名詞	기념일	紀念日	V		[기념일]을 축하하다	慶祝「紀念日」		人	生老病死				人_生老病死	人_生老病死_	記念日 	紀念品	機能	技能
	中級	ㄱ	名詞	기념품	紀念品	V		[기념품]을 받다	收到「紀念品」		人	生老病死				人_生老病死	人_生老病死_	記念品 	機能	技能	期待
	中級	ㄱ	名詞	기혼	已婚	V		[기혼] 여성	「既婚」女性		人	生老病死				人_生老病死	人_生老病死_	既婚 	企劃	氣候	緊急
	中級	ㄴ	動詞	낳다	生	V		아기를 [낳다]	「生」小孩		人	生老病死				人_生老病死	人_生老病死_		拿出	眺望	放下
	中級	ㄷ	動詞	되살리다	復活	V		생명을 [되살리다]	生命「復活」		人	生老病死				人_生老病死	人_生老病死_		恢復	找回	突出
	中級	ㄷ	動詞	되살아나다	恢復	V		입맛이 [되살아나다]	「恢復」胃口		人	生老病死				人_生老病死	人_生老病死_		找回	突出	敲
	中級	ㅁ	動詞	많아지다	增長	V		나이가 [많아지다]	年紀「增長」		人	生老病死				人_生老病死	人_生老病死_		卷	泡	勸
	中級	ㅁ	動詞	묻히다	沾	V		손에 물을 [묻히다]	手上「沾」水		人	生老病死				人_生老病死	人_生老病死_		埋	咬	染色
	中級	ㅁ	動詞	묻히다	埋	V		땅에 [묻히다]	「埋在」地下		人	生老病死				人_生老病死	人_生老病死_		埋	咬	染色
	中級	ㅅ	名詞	사망	死的	V		[사망] 소식	「死亡」消息		人	生老病死				人_生老病死	人_生老病死_	死亡 	事務	事務所	技術職
	中級	ㅅ	動詞	살리다	救	V		목숨을 [살리다]	救「命」		人	生老病死				人_生老病死	人_生老病死_		過日子	活過來	存活
	中級	ㅅ	動詞	살아나다	活過來	V		겨우 [살아나다]	苟延殘喘		人	生老病死				人_生老病死	人_生老病死_		存活	活下來	變胖
	中級	ㅅ	動詞	살아남다	存活	V		전쟁에서 [살아남다]	在戰爭中「存活」		人	生老病死				人_生老病死	人_生老病死_		活下來	變胖	查看
	中級	ㅅ	名詞	생년월일	出生日期	V		[생년월일]을 기록하다	記錄「出生日期」		人	生老病死				人_生老病死	人_生老病死_	生年月日 	省略	直髮	生命
	中級	ㅅ	名詞	생명	生命	V		[생명]을 건지다	拯救「生命」		人	生老病死				人_生老病死	人_生老病死_	生命 	現場直播	生產	生存
	中級	ㅅ	名詞	세대	時代	V	時代	[세대]가 다르다	「時代」不同		人	生老病死				人_生老病死	人_生老病死_	世代 	家口，住戶	勢力	緃向
	中級	ㅅ	名詞	세대	家口，住戶	V	世帶	[세대]가 줄다	「家戶」減少		人	生老病死				人_生老病死	人_生老病死_	世代 	家口，住戶	勢力	緃向
	中級	ㅅ	名詞	소녀	姑娘	V		어린  [소녀]	小「姑娘」		人	生老病死				人_生老病死	人_生老病死_	少女 	少年	消毒	消毒藥
	中級	ㅅ	名詞	수명	壽命	V		[수명]이 길다	「壽命」長		人	生老病死				人_生老病死	人_生老病死_	寿命 	調查	首相	修繕
	中級	ㅅ	動詞	숨지다	喪生	V		사고로 [숨지다]	在事故中「喪生」		人	生老病死				人_生老病死	人_生老病死_		啞	擦過	折磨
	中級	ㅅ	名詞	신세대	新一代	V		[신세대] 문화	「新一代」文化		人	生老病死				人_生老病死	人_生老病死_	新しい世代 	信仰	信用	新人
	中級	ㅇ	名詞	여가	閒暇	V		[여가]를 즐기다	享受「閒暇」		人	生老病死				人_生老病死	人_生老病死_	余暇 	環境	女高	汽車旅館
	中級	ㅇ	名詞	이혼	離婚	V		[이혼] 서류	「離婚」文件		人	生老病死				人_生老病死	人_生老病死_	離婚 	人類	人際關係	人性
	中級	ㅇ	名詞	인생	人生	V		[인생]을 바치다	獻上「人生」		人	生老病死				人_生老病死	人_生老病死_	人生 	認識	印刷	立即
	中級	ㅇ	名詞	인연	姻緣	V		[인연]을 맺다	結「姻緣」		人	生老病死				人_生老病死	人_生老病死_	縁 	引述	人員	人力資源
	中級	ㅇ	名詞	일대	一帶	V		서울 [일대]	首都「一帶」		人	生老病死				人_生老病死	人_生老病死_	一代 	一等	一般	民眾
	中級	ㅇ	名詞	일생	一生	V		[일생]을 살다	活「一生」		人	生老病死				人_生老病死	人_生老病死_	一生 	一石二鳥	人手	日期
	中級	ㅈ	動詞	자라나다	長大	V		몸이 [자라나다]	身體「長大」		人	生老病死				人_生老病死	人_生老病死_		砍	富裕	鎖
	中級	ㅈ	名詞	자살	自殺	V		[자살]을 시도하다	試圖「自殺」		人	生老病死				人_生老病死	人_生老病死_	自殺 	姿勢	自信	自信感
	中級	ㅈ	名詞	장수	長命	V		[장수] 마을 	「長壽」村		人	生老病死				人_生老病死	人_生老病死_	長寿 	裝飾	障礙	障礙人
	中級	ㅈ	名詞	젊음	青春	V		[젊음]을 유지하다	維持「青春」		人	生老病死				人_生老病死	人_生老病死_	若さ 	檢驗	店員	夾克
	中級	ㅈ	名詞	제사	祭祀	V		[제사]를 지내다	舉行「祭祀」		人	生老病死				人_生老病死	人_生老病死_	法事 	提議	準時	補助
	中級	ㅈ	名詞	죽음	死亡	V		[죽음]을 맞다	迎接「死亡」		人	生老病死				人_生老病死	人_生老病死_	死 	材料	故事情節	莖
	中級	ㅈ	動詞	죽이다	殺	V		쥐를 [죽이다]	「殺」老鼠		人	生老病死				人_生老病死	人_生老病死_		減少	嘟嘟囔囔 ，喃喃自语	握
	中級	ㅊ	名詞	출산	生產	V		[출산] 예정일	「生產」預定日		人	生老病死				人_生老病死	人_生老病死_	出産 	出身	出演	出版
	中級	ㅌ	動詞	타고나다	先天	V		재능을 [타고나다]	[先天的」技能		人	生老病死				人_生老病死	人_生老病死_		領（薪水）	禁不住	燃燒
	中級	ㅌ	名詞	탄생	出生	V		아이의  [탄생]	小孩的「誕生」		人	生老病死				人_生老病死	人_生老病死_		逃生	塔	登機
	中級	ㅍ	名詞	평생	平生	V		[평생]을 보내다	過「平生」		人	生老病死				人_生老病死	人_生老病死_		和平	廢除	放棄
	中級	ㄱ	動詞	가만있다	靜靜地	V		잠자코 [가만있다]	靜靜地「待著」		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		帶來	被關	換（繃帶）
	中級	ㄱ	副詞	가만히	偷偷地	V		[가만히] 나가다	「悄悄地」出去		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		艱辛	越來越	斗膽
	中級	ㄱ	名詞	고요	寂靜	V		[고요]를 깨트리다	打破「寂靜」		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		傳統	家鄉	古典
	中級	ㄷ	副詞	따르릉	叮鈴鈴	V		[따르릉] 울리다	「叮鈴鈴」響		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		正	有時	敲
	中級	ㅁ	副詞	몰래	悄悄地	V		[몰래] 도망가다	「悄悄地」逃亡		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		相當	全部	足足有
	中級	ㅁ	副詞	묵묵히	默默	V		[묵묵히] 일하다	「默默」工作		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		突然	還沒有	與
	中級	ㅁ	名詞	물소리	水聲	V		[물소리]가 나다	有「水聲」		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		水中	藥水	提問
	中級	ㅂ	形容詞	번화하다	熱鬧	V		거리가 [번화하다]	街上「熱鬧」		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		任性	別的	負擔
	中級	ㅅ	副詞	살짝	偷偷溜出去	V		[살짝] 빠져나가다	「偷偷」溜出去		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		沒有關係	相當	重新
	中級	ㅅ	副詞	슬쩍	迅速地	V		[슬쩍] 묻다	「迅速」提問		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		實際上	事實上	狠狠地
	中級	ㅇ	名詞	움직임	動靜	V		[움직임]을 따라가다	跟著「動靜」走		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		長輩	笑聲	圓
	中級	ㅇ	名詞	음성	語音	V		[음성]을 듣다	聽「語音」		樣態	機能	聲音			樣態_機能	樣態_機能_聲音	陰性 	飲食物	音樂會	飲酒
	中級	ㅋ	副詞	쿵	砰的一聲	V		[쿵] 소리가 나다	砰的一聲		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		特別	尤其	空蕩蕩
	中級	ㄴ	名詞	내후년	後年	V		[내후년] 까지 지속되다	延至「後年」		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	再来年 	冷凍	冷氣	冷水
	中級	ㄴ	名詞	늦가을	深秋	V		[늦가을]의 날씨	「深秋」的天氣		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	晩秋 	晚冬	晚春	晚夏
	中級	ㄴ	名詞	늦겨울	晚冬	V		[늦겨울]이 지나다	過「晚冬」		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	晩冬 	晚春	晚夏	睡過頭了
	中級	ㄴ	名詞	늦봄	晚春	V		[늦봄]이 지나다	過「晚春」		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	晩春 	晚夏	睡過頭了	圖書館
	中級	ㅂ	名詞	반달	半月	V		[반달]이 뜨다	升起「一彎明月」		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	半月 	反義詞	對面	半語
	中級	ㅅ	名詞	세월	歲月	V		[세월]이 흐르다	「歲月」流逝		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	歳月、月日 	銷售	洗滌劑	洗車
	中級	ㅅ	名詞	수년	幾年	V		[수년]이 흐르다	經過「幾年」（數年）		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	数年 	嘮叨	手段	水管
	中級	ㅇ	名詞	양력	陽曆	V		[양력]:음력	陽曆		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	陽暦 	高麗菜	讓步	陽傘
	中級	ㅇ	名詞	여름철	夏令	V		[여름철] 날씨	「夏季」天氣		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	夏の季節 	暑假	無論	餘裕
	中級	ㅇ	名詞	연간	年度	V		[연간] 수입	「年度」收入		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	年間 	軟膏	關聯	研究
	中級	ㅇ	名詞	올여름	夏天	V		[올여름] 날씨	「夏天」天氣		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	今夏 	衣裝	葡萄酒	完美
	中級	ㅇ	名詞	월말	月底	V		[월말]이 되다	到「月底」		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	月末 	月租	為何	危險
	中級	ㅇ	名詞	음력	農曆	V		[음력]:양력	「農曆」：陽曆		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	陰暦 	唱片	語音	飲食物
	中級	ㅈ	名詞	장마철	雨季	V		[장마철]이 다가오다	「雨季」近了		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	梅雨の季節、雨季 	場景	岳母	玫瑰
	中級	ㅈ	名詞	재작년	去年	V		[재작년] 여름	「去年」夏天		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	おととし 	技能	夾克	審判
	中級	ㅊ	名詞	초가을	初秋	V		[초가을] 바람	「初秋」的風		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	初秋 	初冬	初學者	早期的
	中級	ㅊ	名詞	초겨울	初冬	V		[초겨울] 추위	「初冬」的寒意		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	初冬 	初學者	早期的	綠色
	中級	ㅊ	名詞	초봄	早春	V		[초봄]의 바람	「早春」的風		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	初春 	新月	初夏	傍晚
	中級	ㅊ	名詞	초여름	初夏	V		[초여름] 더위	「初夏」熱氣		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	初夏 	傍晚	重點	煩惱
	中級	ㅎ	名詞	한겨울	隆冬	V		[한겨울]이 지나가다	「隆冬」過去		基本	時間	季節及年月			基本_時間	基本_時間_季節及年月	真冬 	界限	韓國話	春天
