5659	等級	字行	詞性	韓文	中文	韓文片語	中文解釋	字源	拼寫	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	初級	ㅋ	名詞	카레	咖哩	[카레]	咖哩		V		食	料理	食材			食_料理	食_料理_食材	カレー 	相機	咖啡店	切
	初級	ㅋ	名詞	카메라	相機	[카메라]로 찍다	用「相機」照相		V		樂	娛樂				樂_娛樂	樂_娛樂_	カメラ 	咖啡店	切	刀削麵
	初級	ㅋ	名詞	카페	咖啡店	[카페]에서 만나다	在「咖啡店」見面		V		行	街道	商店			行_街道	行_街道_商店	カフェ 	切	刀削麵	加拿大
	中級	ㅋ	名詞	칸	間	[칸]을 나누다	分「間」		V		基本	地方				基本_地方	基本_地方_		活動	切	窗簾
	初級	ㅋ	名詞	칼	切	[칼]로 자르다	用刀「切」		V		食	用餐				食_用餐	食_用餐_	包丁、ナイフ 	刀削麵	加拿大	咖啡
	初級	ㅋ	名詞	칼국수	刀削麵	[칼국수]:음식	刀削麵		V		食	食物	正餐			食_食物	食_食物_正餐	カルグクス、韓国式うどん 	加拿大	咖啡	咖啡館
	中級	ㅋ	形容詞	캄캄하다	黑暗	밖이 [캄캄하다]	外面「黑漆漆的」		V		樣態	比較	明暗			樣態_比較	樣態_比較_明暗		大的	令人愉快的	特別
	初級	ㅋ	名詞	캐나다	加拿大	[캐나다]:나라	加拿大		V		國家	名稱	國名			國家_名稱	國家_名稱_國名	カナダ 	咖啡	咖啡館	電腦
	中級	ㅋ	名詞	캠페인	活動	[캠페인]을 벌이다	進行「活動」		V		住	支出	購物			住_支出	住_支出_購物		切	窗簾	角落
新視4_1_02_1	高級	ㅋ		커	大						樂	人際	男女差異			樂_人際	樂_人際_男女差異				
新視3_2_9_1	高級	ㅋ		커녕	別說	도와주기는커녕 약을 올렸어요	「別說」幫忙，還忍人生氣				樂	娛樂	故事			樂_娛樂	樂_娛樂_故事				
	中級	ㅋ	形容詞	커다랗다	大的	문제가 [커다랗다]	問題「大」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		令人愉快的	特別	強
	中級	ㅋ	動詞	커지다	變大	문제가 [커지다]	問題「變大」		V		人	動作	身體			人_動作	人_動作_身體		著（火）	搭	沖
	中級	ㅋ	名詞	커트	切	[커트]를 하다(머리)	「剪」髮		V		人	動作	手			人_動作	人_動作_手		窗簾	角落	喜劇
	中級	ㅋ	名詞	커튼	窗簾	[커튼]을 매달다	掛上「窗簾」		V		住	用品				住_用品	住_用品_	コトゥン 	角落	喜劇	課程
新視4_1_03_1	高級	ㅋ		커플매니저	婚姻介紹經理人			couple manager		#N/A	人	家族	婚姻			人_家族	人_家族_婚姻				
	初級	ㅋ	名詞	커피	咖啡	[커피]를 마시다	喝「咖啡」		V		食	食物	飲料			食_食物	食_食物_飲料	コーヒー 	咖啡館	電腦	杯子
	初級	ㅋ	名詞	커피숍	咖啡館	[커피숍]에서 만나다	在「咖啡館」見面		V		行	街道	商店			行_街道	行_街道_商店		電腦	杯子	蛋糕
	初級	ㅋ	名詞	컴퓨터	電腦	[컴퓨터] 게임	「電腦」遊戲		V		育	工作	物質			育_工作	育_工作_物質	パソコン、コンピュータ 	杯子	蛋糕	鼻子
	初級	ㅋ	名詞	컵	杯子	[컵]을 닦다	擦「杯子」		V		住	用品				住_用品	住_用品_	カップ（ブラジャーのサイズの単位） 	蛋糕	鼻子	大象
	初級	ㅋ	名詞	케이크	蛋糕	[케이크]를 먹다	吃「蛋糕」		V		食	食物	點心			食_食物	食_食物_點心	ケーキ 	鼻子	大象	音樂會
	初級	ㅋ	動詞	켜다	開	불을 [켜다]	「開」燈		V		人	動作	手			人_動作	人_動作_手	弦楽器を弾く・搔く 	拉	養狗	變大
	初級	ㅋ	動詞	켜다	拉	바이올린을 [켜다]	「拉」小提琴		V		人	動作	手			人_動作	人_動作_手	弦楽器を弾く・搔く 	拉	養狗	變大
	初級	ㅋ	依存名詞	켤레	雙	한 [켤레]	一「雙」		V		基本	數字	量詞	一般量詞		基本_數字	基本_數字_量詞	～足 	頭	張	把
	初級	ㅋ	名詞	코	鼻子	[코]가 높다	「鼻子」很高（驕傲）		V		人	身體				人_身體	人_身體_	鼻、鼻水 	大象	音樂會	可樂
	初級	ㅋ	名詞	코끼리	大象	[코끼리]:동물	大象		V		自然	動物				自然_動物	自然_動物_	ゾウ 	音樂會	可樂	鼻涕
	中級	ㅋ	名詞	코너	角落	[코너]를 돌다	放在「角落」		V		基本	地方				基本_地方	基本_地方_		喜劇	課程	外套
	中級	ㅋ	名詞	코미디	喜劇	[코미디] 영화	「喜劇」電影		V		樂	娛樂	戲劇			樂_娛樂	樂_娛樂_戲劇	コメディー 	課程	外套	球場
	中級	ㅋ	名詞	코스	課程	드라이브 [코스]	駕駛「課」	course	V		育	教學	課程			育_教學	育_教學_課程	ゴルフのコース 	外套	球場	鼻血
	中級	ㅋ	名詞	코트	外套	[코트]를 입다	穿「外套」		V		衣	服飾				衣_服飾	衣_服飾_	コート 	球場	鼻血	公寓
	中級	ㅋ	名詞	코트	球場	농구 [코트]	籃球「球場」		V		樂	娛樂	招募比賽			樂_娛樂	樂_娛樂_招募比賽	コート 	球場	鼻血	公寓
	中級	ㅋ	名詞	코피	鼻血	[코피]를 흘리다	流「鼻血」		V		人	健康				人_健康	人_健康_	鼻血 	公寓	用鼻子哼	豆芽
	中級	ㅋ	名詞	콘도	公寓	[콘도]에서 묵다	住在「公寓」		V		住	支出	家計			住_支出	住_支出_家計	コンドミニアム 	用鼻子哼	豆芽	優惠券
	初級	ㅋ	名詞	콘서트	音樂會	[콘서트]를 보다	看「音樂會」		V		樂	娛樂				樂_娛樂	樂_娛樂_	コンサート 	可樂	鼻涕	豆子
	初級	ㅋ	名詞	콜라	可樂	[콜라]를 마시다	喝「可樂」		V		食	食物	飲料			食_食物	食_食物_飲料	コーラ 	鼻涕	豆子	尺寸
	中級	ㅋ	副詞	콜록콜록	喀喀地	[콜록콜록] 기침을 하다	「喀喀地」咳嗽		V		人	健康				人_健康	人_健康_		打鼾	砰的一聲	特別
	中級	ㅋ	名詞	콧노래	用鼻子哼	[콧노래]를 부르다	「用鼻子哼歌」		V		人	身體				人_身體	人_身體_		豆芽	優惠券	奶油
	初級	ㅋ	名詞	콧물	鼻涕	[콧물]이 나오다	流「鼻涕」		V		人	身體				人_身體	人_身體_	鼻水 	豆子	尺寸	聖誕樹
	初級	ㅋ	名詞	콩	豆子	[콩]	豆子		V		食	食物	蔬菜			食_食物	食_食物_蔬菜	豆 	尺寸	聖誕樹	大聲
	中級	ㅋ	名詞	콩나물	豆芽	[콩나물]을 무치다	涼拌「豆芽」		V		食	食物	蔬菜			食_食物	食_食物_蔬菜	豆もやし 	優惠券	奶油	主要街道
	高級	ㅋ		쾌락	快樂	성적 [쾌락]	性愛「快樂」				人	感覺				人_感覺	人_感覺_	快楽 			
	中級	ㅋ	形容詞	쾌적하다	令人愉快的	공기가 [쾌적하다]	空氣「清新」		V		人	感覺				人_感覺	人_感覺_	快適だ 	特別	強	胖乎乎的
	中級	ㅋ	名詞	쿠폰	優惠券	[쿠폰]을 모으다	收集「優惠券」		V		住	支出	購物			住_支出	住_支出_購物	クーポン 	奶油	主要街道	一筆巨款
	中級	ㅋ	副詞	쿨쿨	打鼾	[쿨쿨] 자다	打鼾		V		人	身體				人_身體	人_身體_		砰的一聲	特別	尤其
	中級	ㅋ	副詞	쿵	砰的一聲	[쿵] 소리가 나다	砰的一聲		V		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		特別	尤其	空蕩蕩
	初級	ㅋ	名詞	크기	尺寸	[크기]가 크다	「尺寸」大		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		聖誕樹	大聲	個子
	初級	ㅋ	形容詞/動詞	크다	大	크기가  [크다]	尺寸「大」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小	大きい 	-種	一個	三個月
	初級	ㅋ	名詞	크리스마스	聖誕樹	[크리스마스] 트리	「聖誕」樹		V		樂	娛樂				樂_娛樂	樂_娛樂_	12月25日。クリスマス、聖誕節 	大聲	個子	間
	中級	ㅋ	名詞	크림	奶油	[크림]을 넣다(음식)	放「奶油」		V		食	料理	調味料			食_料理	食_料理_調味料	クリーム 	主要街道	一筆巨款	長女
	中級	ㅋ	名詞	큰길	主要街道	[큰길]로 다니다	到「主要街道」		V		行	方法	駕駛			行_方法	行_方法_駕駛	大通り 	一筆巨款	長女	長子
	中級	ㅋ	名詞	큰돈	一筆巨款	[큰돈]을 모으다	賺到「一筆巨款」		V		育	工作				育_工作	育_工作_	大金 	長女	長子	叔叔
	中級	ㅋ	名詞	큰딸	長女	[큰딸]	長女		V		人	家族				人_家族	人_家族_		長子	叔叔	嬸嬸
	初級	ㅋ	名詞	큰소리	大聲	[큰소리]가 들리다	聽到「巨響」		V		樣態	機能	聲音			樣態_機能	樣態_機能_聲音		個子	間	活動
	中級	ㅋ	名詞	큰아들	長子	[큰아들]	長子		V		人	家族				人_家族	人_家族_	長男 	叔叔	嬸嬸	大事
	中級	ㅋ	名詞	큰아버지	叔叔	[큰아버지]	叔叔		V		人	家族				人_家族	人_家族_	父の兄 	嬸嬸	大事	大伯家
	中級	ㅋ	名詞	큰어머니	嬸嬸	[큰어머니]	嬸嬸		V		人	家族				人_家族	人_家族_	伯母 	大事	大伯家	古典樂
	中級	ㅋ	名詞	큰일	大事	[큰일]이 나다	發生「大事」		V		育	工作				育_工作	育_工作_		大伯家	古典樂	俱樂部
	中級	ㅋ	名詞	큰집	大伯家	[큰집]에 가다	去「大伯家」		V		人	家族				人_家族	人_家族_		古典樂	俱樂部	鑰匙
	中級	ㅋ	名詞	클래식	古典樂	[클래식]을 듣다	聽「古典樂」		V		樂	娛樂				樂_娛樂	樂_娛樂_		俱樂部	鑰匙	吻
	中級	ㅋ	名詞	클럽	俱樂部	[클럽]에서 놀다	在「俱樂部」玩		V		樂	娛樂				樂_娛樂	樂_娛樂_	クラブ 	鑰匙	吻	星期六
	初級	ㅋ	名詞	키	個子	[키]가 큰 사람	「個子」高的人		V		人	身體				人_身體	人_身體_	身長 	間	活動	切
	中級	ㅋ	名詞	키	鑰匙	[키]로 문을 열다	用「鑰匙」開門		V		住	用品				住_用品	住_用品_	身長 	間	活動	切
	中級	ㅋ	名詞	키스	吻	[키스]를 하다	吻		V		樂	人際	戀愛結婚			樂_人際	樂_人際_戀愛結婚	キス　kiss 	星期六	桌球	糖醋肉
	初級	ㅋ	動詞	키우다	養狗	강아지를 [키우다]	「養」狗		V		人	生老病死	照顧			人_生老病死	人_生老病死_照顧		變大	著（火）	搭
	初級	ㅋ	依存名詞	킬로그램	公斤	[킬로그램]	公斤	kilogram	V		基本	數字	量詞	重量	2	基本_數字	基本_數字_量詞	～キログラム 	公克	公分	公厘
	初級	ㅋ	依存名詞	킬로미터	公里	[킬로미터]	公里	kilometer	V		基本	數字	量詞	距離	5	基本_數字	基本_數字_量詞	キロメートル 	公克	公分	公厘
	中級	ㅌ	動詞	타고나다	先天	재능을 [타고나다]	[先天的」技能		V		人	生老病死				人_生老病死	人_生老病死_		領（薪水）	禁不住	燃燒
	初級	ㅌ	動詞	타다	搭	차에 [타다]	「開」車		V		行	方法	工具			行_方法	行_方法_工具	焦げる、焼ける、いらいらする 	搭	沖	誕生
	初級	ㅌ	動詞	타다	沖	커피를 [타다]	「沖」咖啡		V		食	料理	方法			食_料理	食_料理_方法	焦げる、焼ける、いらいらする 	搭	沖	誕生
	初級	ㅌ	動詞	타다	著（火）	불에 [타다]	「著」火		V		自然	形體				自然_形體	自然_形體_	焦げる、焼ける、いらいらする 	搭	沖	誕生
	中級	ㅌ	動詞	타다	領（薪水）	월급을 [타다]	「領」薪水		V		育	工作				育_工作	育_工作_	焦げる、焼ける、いらいらする 	搭	沖	誕生
	中級	ㅌ	動詞	타다	禁不住	때가 [타다] 	「不耐」髒		V		住	清掃				住_清掃	住_清掃_	焦げる、焼ける、いらいらする 	搭	沖	誕生
	中級	ㅌ		타다-태우다	燒-燒掉				V	#N/A	文法	狀態與轉折	詞性改變	使動		文法_使動	文法_使動_詞性改變				
	中級	ㅌ	動詞	타오르다	燃燒	불꽃이 [타오르다]	火花「燃燒」		V		樣態	比較	明暗			樣態_比較	樣態_比較_明暗		沾上	燒傷	選擇
	中級	ㅌ	名詞	타인	他人	[타인]을 의식하다	察覺到「他人」	他人	V		人	稱呼				人_稱呼	人_稱呼_		桌子	出生	逃生
	初級	ㅌ	名詞	탁구	桌球	[탁구]를 치다	打「桌球」		V		樂	娛樂	運動			樂_娛樂	樂_娛樂_運動	卓球 	糖醋肉	泰國	跆拳道
	中級	ㅌ	名詞	탁자	桌子	[탁자]에 내려놓다	放在「桌子」上	卓子	V		住	用品	家具			住_用品	住_用品_家具	テーブル、机 	出生	逃生	塔
	高級	ㅌ		탄복하다	嘆服						人	感覺				人_感覺	人_感覺_				
	中級	ㅌ	名詞	탄생	出生	아이의  [탄생]	小孩的「誕生」		V		人	生老病死				人_生老病死	人_生老病死_		逃生	塔	登機
	高級	ㅌ		탈	故障						樣態	機能				樣態_機能	樣態_機能_	お面 			
	中級	ㅌ	名詞	탈출	逃生	비상 [탈출]	緊急「逃生」		V		行	移動				行_移動	行_移動_		塔	登機	乘客
	中級	ㅌ	名詞	탑	塔	[탑]을 쌓다	築「塔」		V		樂	娛樂	旅行			樂_娛樂	樂_娛樂_旅行		登機	乘客	太陽
	中級	ㅌ	名詞	탑승	登機	비행기 [탑승]	「搭」機		V		行	方法	工具			行_方法	行_方法_工具	搭乗 	乘客	太陽	演員
	中級	ㅌ	名詞	탑승객	乘客	비행기 [탑승객]	飛機「乘客」		V		行	方法	工具			行_方法	行_方法_工具	搭乗客 	太陽	演員	隧道
	初級	ㅌ	名詞	탕수육	糖醋肉	[탕수육]:음식	糖醋肉		V		食	食物	正餐			食_食物	食_食物_正餐	韓国式酢豚 	泰國	跆拳道	太極旗
新視4_1_01_1	高級	ㅌ		태괜도 승급 심사	跆學道升級審查						人	個性	自我介紹			人_個性	人_個性_自我介紹				
	初級	ㅌ	名詞	태국	泰國	[태국]:나라	泰國		V		國家	名稱	國名			國家_名稱	國家_名稱_國名	タイ 	跆拳道	太極旗	態度
	初級	ㅌ	名詞	태권도	跆拳道	[태권도]를 배우다	學「跆拳道」		V		樂	娛樂	運動			樂_娛樂	樂_娛樂_運動	テコンドー 	太極旗	態度	颱風
新視3_2_10_1	高級	ㅌ		태권도장	跆拳道場						國家	特色				國家_特色	國家_特色_				
	初級	ㅌ	名詞	태극기	太極旗	[태극기]를 달다	掛「太極旗」		V		國家	名稱	特色			國家_名稱	國家_名稱_特色	韓国の国旗 	態度	颱風	送貨
	初級	ㅌ	名詞	태도	態度	[태도]가 좋다	「態度」好		V		人	評價				人_評價	人_評價_		颱風	送貨	計程車
新視4_1_03_1	高級	ㅌ		태도를 취하다	採取態度			採取態度		#N/A	人	家族	婚姻			人_家族	人_家族_婚姻				
	中級	ㅌ	名詞	태양	太陽	[태양]이 뜨다	「太陽」落下		V		自然	天地				自然_天地	自然_天地_	太陽 	演員	隧道	下巴
	初級	ㅌ	動詞	태어나다	誕生	아이가 [태어나다]	小孩「誕生」		V		人	生老病死				人_生老病死	人_生老病死_		炸	開	錯
	中級	ㅌ	動詞	태우다	燒傷	차에 [태우다]	用車「載」		V		行	方法	駕駛			行_方法	行_方法_駕駛		慢慢地	選擇	爆裂
	中級	ㅌ	動詞	태우다	燒傷	불에  [태우다]	被火「燒傷」		V		人	健康				人_健康	人_健康_		慢慢地	選擇	爆裂
	初級	ㅌ	名詞	태풍	颱風	[태풍]이 불다	刮「颱風」		V		自然	天氣	災害			自然_天氣	自然_天氣_災害	台風 	送貨	計程車	航廈
	初級	ㅌ	名詞	택배	送貨	[택배]로 보내다	送「貨」		V		住	支出	購物			住_支出	住_支出_購物	宅配、宅配便 	計程車	航廈	網球
	初級	ㅌ	名詞	택시	計程車	[택시]를 타다	搭「計程車」		V		行	方法	工具			行_方法	行_方法_工具	タクシー 	航廈	網球	網球場
	中級	ㅌ	動詞	택하다	選擇	직업으로 [택하다]	「選擇」職業	擇	V		人	思想				人_思想	人_思想_		爆裂	爆炸	抖
	中級	ㅌ	名詞	탤런트	演員	[탤런트]로 활동하다	以「演員」活動		V		人	職業				人_職業	人_職業_	タレント 	隧道	下巴	毛
	中級	ㅌ	名詞	터널	隧道	[터널]을 지나다	過「隧道」		V		行	方法	駕駛			行_方法	行_方法_駕駛	トンネル 	下巴	毛	測試
	中級	ㅌ	動詞	터뜨리다	爆裂	풍선을 [터뜨리다]	「弄破」氣球		V		樣態	變化				樣態_變化	樣態_變化_		爆炸	抖	嘔吐
	初級	ㅌ	名詞	터미널	航廈	[터미널]에서 내리다	在「航廈」下		V		樂	娛樂	旅遊			樂_娛樂	樂_娛樂_旅遊	ターミナル 	網球	網球場	桌子
	中級	ㅌ	動詞	터지다	爆炸	풍선이 [터지다]	氣球「爆炸」		V		樣態	變化				樣態_變化	樣態_變化_		抖	嘔吐	透
	中級	ㅌ	名詞	턱	下巴	[턱]에 수염이 나다	「下巴」長鬍子		V		人	身體				人_身體	人_身體_	あご 	毛	測試	緞帶
	中級	ㅌ	名詞	털	毛	[털]이 빠지다	掉「毛」		V		人	身體				人_身體	人_身體_	毛 	測試	緞帶	土：星期六
	中級	ㅌ	動詞	털다	抖	옷을 [털다]	「抖」衣服		V		人	動作	手			人_動作	人_動作_手		嘔吐	透	賣
新視4_1_01_1	高級	ㅌ		털털하다	隨和的						人	個性	宜人			人_個性	人_個性_宜人	大らかだ、普通だ 			
	中級	ㅌ	副詞	텅	空蕩蕩	[텅] 비다	空蕩蕩		V		樣態	份量	多少			樣態_份量	樣態_份量_多少		完全	定局	抽空
	初級	ㅌ	名詞	테니스	網球	[테니스]를 치다	打「網球」		V		樂	娛樂	運動			樂_娛樂	樂_娛樂_運動	テニス 	網球場	桌子	電視
	初級	ㅌ	名詞	테니스장	網球場	[테니스장]에서 연습핟	在「網球場」練習		V		樂	娛樂	運動			樂_娛樂	樂_娛樂_運動		桌子	電視	兔子
	中級	ㅌ	名詞	테스트	測試	[테스트]를 받다	接受「測試」		V		育	教學				育_教學	育_教學_	テスト 	緞帶	土：星期六	討論
	初級	ㅌ	名詞	테이블	桌子	[테이블]에 놓다	放在「桌子」上		V		住	用品	家具			住_用品	住_用品_家具	テーブル 	電視	兔子	番茄
	中級	ㅌ	名詞	테이프	緞帶	[테이프]로 장식하다	用「緞帶」裝飾		V		住	用品				住_用品	住_用品_		土：星期六	討論	膠帶
	初級	ㅌ	名詞	텔레비전	電視	[텔레비전]을 보다	看「電視」		V		住	用品				住_用品	住_用品_	テレビ 	兔子	番茄	存摺
	中級	ㅌ	名詞	토	星期六	[토]요일	「土」：星期六		V		基本	時間	星期			基本_時間	基本_時間_星期		水	討論	桶子
	初級	ㅌ	名詞	토끼	兔子	[토끼]:동물	兔子		V		自然	動物				自然_動物	自然_動物_	ウサギ 	番茄	存摺	通話
	高級	ㅌ		토대	基礎			土臺		#N/A	自然	形體				自然_形體	自然_形體_				
	中級	ㅌ	名詞	토론	討論	찬반 [토론]	贊反「討論」	討論	V		育	情報	討論			育_情報	育_情報_討論		討教	桶子	統計數據
	初級	ㅌ	名詞	토마토	番茄	[토마토]	番茄		V		食	食物	蔬菜			食_食物	食_食物_蔬菜	トマト 	存摺	通話	下班
	基本	ㅌ	名詞	토요일	星期六	[토요일]	星期六		V		基本	時間	星期			基本_時間	基本_時間_星期	土曜日 	桌球	糖醋肉	泰國
	中級	ㅌ	名詞	토의	討論	[토의] 주제	「討論的」主題	討議	V		育	情報	討論			育_情報	育_情報_討論		桶子	統計數據	通過
	中級	ㅌ	動詞	토하다	嘔吐	음식을 [토하다]	吐出「飲食」		V		人	動作	口			人_動作	人_動作_口	吐く 	透	賣	通過
	中級	ㅌ	副詞	통	完全	[통] 말이 없다	「完全」無話可說		V		樣態	變化	分合			樣態_變化	樣態_變化_分合	通 	定局	抽空	熟睡
	中級	ㅌ	名詞	통	桶子	[통]에 담다	裝在「桶子」中		V		住	用品				住_用品	住_用品_	通 	定局	抽空	熟睡
	中級	ㅌ	名詞	통계	統計數據	[통계] 자료	「統計」數據		V		國家	世界	經濟			國家_世界	國家_世界_經濟	統計 	通過	通信	翻譯
	中級	ㅌ	名詞	통과	通過	국경 [통과]	過境「通過」		V		行	移動				行_移動	行_移動_		通信	翻譯	統一
	中級	ㅌ	名詞	통신	通信	[통신]이 끊기다	「通信」中斷		V		樂	娛樂	媒體			樂_娛樂	樂_娛樂_媒體		翻譯	統一	疼痛
	中級	ㅌ	名詞	통역	翻譯	[통역]을 부탁하다	拜託「翻譯」		V		育	教學				育_教學	育_教學_	通訳 	統一	疼痛	通行
	中級	ㅌ	名詞	통일	統一	남북 [통일]	南北「統一」		V		國家	世界	軍事			國家_世界	國家_世界_軍事		疼痛	通行	退休
	初級	ㅌ	名詞	통장	存摺	[통장]을 만들다	開「存摺」		V		育	工作	交易			育_工作	育_工作_交易	通帳 	通話	下班	出院
	中級	ㅌ	名詞	통증	疼痛	[통증]을 느끼다	感到「疼痛」		V		人	健康				人_健康	人_健康_	痛み 	通行	退休	投資
	中級	ㅌ	形容詞	통통하다	胖乎乎的	몸매가 [통통하다]	身材「胖乎乎的」		V		人	外貌				人_外貌	人_外貌_	小太り、ぷくぷくと太った、丸々とした 	肯定是	天藍	不舒服
	中級	ㅌ	動詞	통하다	透	바람이 [통하다]  	「透」風		V		行	移動				行_移動	行_移動_		吐	賣	翻
	中級	ㅌ	名詞	통행	通行	[통행]을 금지하다	禁止「通行」		V		行	方法	駕駛			行_方法	行_方法_駕駛	通行 	退休	投資	投票
	初級	ㅌ	名詞	통화	通話	전화 [통화]	電話「通話」		V		樂	人際				樂_人際	樂_人際_	通貨 	下班	出院	油炸食物
	初級	ㅌ	名詞	퇴근	下班	[퇴근]:출근	下班		V		育	工作	進行			育_工作	育_工作_進行	退勤 	出院	油炸食物	卡車
	初級	ㅌ	名詞	퇴원	出院	[퇴원] 수속	「出院」手續		V		人	健康				人_健康	人_健康_	退院 	油炸食物	卡車	T恤
	中級	ㅌ	名詞	퇴직	退休	[퇴직] 연금	「退休」年金		V		育	工作	任用			育_工作	育_工作_任用	退職 	投資	投票	專長
	中級	ㅌ	名詞	투자	投資	[투자]를 유치하다	吸引「投資」		V		育	工作				育_工作	育_工作_	投資、インベストメント 	投票	專長	特性
	中級	ㅌ	名詞	투표	投票	찬반 [투표]	贊反「投票」		V		國家	行政				國家_行政	國家_行政_	投票 	專長	特性	特殊
	初級	ㅌ	動詞	튀기다	炸	기름에 [튀기다]	油「炸」		V		食	料理	方法			食_料理	食_料理_方法	揚げる 	開	錯	先天
	初級	ㅌ	名詞	튀김	油炸食物	[튀김]을 먹다	吃「油炸食物」		V		食	食物	點心			食_食物	食_食物_點心	天ぷら 	卡車	T恤	隊
新視4_2_1_2	高級		動詞	튀다	與眾不同	10대들은 튀고 싶어해요	10歲孩子想與眾不同			#N/A	人	評價				人_評價	人_評價_				
	初級	ㅌ	名詞	트럭	卡車	[트럭]을 타다	搭「卡車」		V		行	方法	工具			行_方法	行_方法_工具	トラック 	T恤	隊	他人
	中級	ㅌ	名詞	특기	專長	취미와 [특기]	興趣和「專長」		V		人	評價				人_評價	人_評價_	特技 	特性	特殊	特定
	初級	ㅌ	形容詞	특별하다	特別	관심이 [특별하다]	「特別」闗心	特別	V		樣態	比較				樣態_比較	樣態_比較_		強	胖乎乎的	肯定是
	初級	ㅌ	副詞	특별히	特別	[특별히] 좋아하다	「特別」喜歡	特別	V		樣態	比較				樣態_比較	樣態_比較_		尤其	空蕩蕩	完全
	中級	ㅌ	名詞	특성	特性	[특성]을 살리다	保持「特性」		V		人	個性				人_個性	人_個性_		特殊	特定	特色
	中級	ㅌ	名詞	특수	特殊	[특수] 부대	「特種」部隊		V		樣態	比較				樣態_比較	樣態_比較_		特定	特色	藍色
	中級	ㅌ	名詞	특정	特定	[특정] 집단	「特定」集團		V		育	教學				育_教學	育_教學_		特色	藍色	八月
	中級	ㅌ	名詞	특징	特色	[특징]이 드러나다	「顯現」特色		V		國家	法律	規定			國家_法律	國家_法律_規定		藍色	八月	便利商店
	初級	ㅌ	副詞	특히	尤其	[특히] 좋아하다	「尤其」喜歡		V		樣態	比較				樣態_比較	樣態_比較_		空蕩蕩	完全	定局
	初級	ㅌ	形容詞	튼튼하다	強	몸이 [튼튼하다]	身「強」		V		人	外貌				人_外貌	人_外貌_	丈夫だ 	胖乎乎的	肯定是	天藍
	初級	ㅌ	動詞	틀다	開	텔레비전을 [틀다]	「開」電視		V		人	動作	手			人_動作	人_動作_手		錯	先天	領（薪水）
	初級	ㅌ	動詞	틀리다	錯	답이 [틀리다]	答案「錯」		V		育	教學				育_教學	育_教學_		先天	領（薪水）	禁不住
	中級	ㅌ	形容詞	틀림없다	肯定是	사실임에 [틀림없다]	「肯定是」事實		V		樣態	比較	機率			樣態_比較	樣態_比較_機率		天藍	不舒服	舒坦
	中級	ㅌ	副詞	틀림없이	定局	[틀림없이] 되다	成「定局」		V		人	思想				人_思想	人_思想_		抽空	熟睡	很
	中級	ㅌ	名詞/依存名詞	틈	光圈	창문[틈]	窗戶「縫」		V		基本	地方				基本_地方	基本_地方_		四	二	三
	中級	ㅌ	副詞	틈틈이	抽空	[틈틈이] 하다	「抽空」做		V		基本	時間	期間			基本_時間	基本_時間_期間		熟睡	很	安逸
	初級	ㅌ	名詞	티셔츠	T恤	[티셔츠]를 입다	穿「T恤」		V		衣	服飾				衣_服飾	衣_服飾_	Ｔシャツ 	隊	他人	桌子
	初級	ㅌ	名詞	팀	隊	[팀]을 이루다	組「隊」		V		樂	娛樂	招募比賽			樂_娛樂	樂_娛樂_招募比賽	チーム 	他人	桌子	出生
	中級	ㅍ	名詞	파	蔥	[파]를 썰다	切「蔥」		V		食	食物	蔬菜			食_食物	食_食物_蔬菜	ゴルフで規定打数を言う par 	破壞	海浪	藍
	中級	ㅍ	名詞	파괴	破壞	[파괴]를 당하다	受「破壞」		V		育	工作	進行			育_工作	育_工作_進行		海浪	藍	燙髮
	高級	ㅍ		파괴자	破壞者						育	工作	進行			育_工作	育_工作_進行				
	中級	ㅍ	動詞	파다	挖	땅을 [파다]	「挖」土		V		人	動作	手			人_動作	人_動作_手		散開	出版	寬敞
	中級	ㅍ	名詞	파도	海浪	[파도]가 부서지다	「海浪」飛濺		V		自然	天地				自然_天地	自然_天地_	波 	藍	燙髮	文件
	基本	ㅍ	名詞	파란색	藍色	[파란]색	藍色		V		基本	顏色				基本_顏色	基本_顏色_	青色 	八月	便利商店	派對
	中級	ㅍ	名詞	파랑	藍	[파랑]	藍		V		基本	顏色				基本_顏色	基本_顏色_		燙髮	文件	派出所
	初級	ㅍ	形容詞	파랗다	天藍	하늘이 [파랗다]	天「藍」		V		基本	顏色				基本_顏色	基本_顏色_	青い 	不舒服	舒坦	綠的
	中級	ㅍ	名詞	파마	燙髮	[파마]를 하다	燙髮		V		人	外貌	美容			人_外貌	人_外貌_美容	パマ 	文件	派出所	夥伴
	高級	ㅍ		파악하다	把握					#N/A	育	工作	選擇			育_工作	育_工作_選擇				
	中級	ㅍ	名詞	파일	文件	[파일]을 정리하다	整理「文件」		V		育	教學				育_教學	育_教學_	パイル 	派出所	夥伴	判斷
	中級	ㅍ	名詞	파출소	派出所	[파출소]에 신고하다	去「派出所」報案		V		國家	法律	犯罪			國家_法律	國家_法律_犯罪	交番、派出所 	夥伴	判斷	銷售
	中級	ㅍ	名詞	파트너	夥伴	[파트너]를 구하다	找「夥伴」		V		樂	人際	戀愛結婚			樂_人際	樂_人際_戀愛結婚	パートナー 	判斷	銷售	賣方
